Produto,Item.,Rot.,Und.,"End. Sep.","Qtde Liberada",Picking,Revisão,Ressuprimento,"Qtde Geral Disp.","Transito de Saida","Total Geral",Status
4001.05.03X05L,"CLORO SUPREMA 05 - 03X05L",E,CX,2.A.45.1,1120,42,0,0,1120,0,1162,Liberado
4001.05.03X05L,"CLORO SUPREMA 05 - 03X05L",E,CX,2.A.45.1,0,0,0,0,0,0,0,"Trânsito de Saída"
4001.05.03X05L,"CLORO SUPREMA 05 - 03X05L",E,CX,2.A.45.1,0,0,266,0,0,0,0,Revisão
4001.05.03X05L,"CLORO SUPREMA 05 - 03X05L",E,CX,2.A.45.1,0,56,0,56,56,0,112,Ressuprimento
4001.05P.03X05L,"CLORO SUPREMA 05 PRO - 03X05L",E,CX,2.A.47.1,552,88,0,0,552,0,640,Liberado
4001.05P.03X05L,"CLORO SUPREMA 05 PRO - 03X05L",E,CX,2.A.47.1,0,0,0,0,0,0,0,Bloqueado
4001.05P.03X05L,"CLORO SUPREMA 05 PRO - 03X05L",E,CX,2.A.47.1,0,0,5,0,0,0,0,Revisão
4001.25.03X05L,"CLORO SUPREMA 2,5 - 03X05L",E,CX,2.A.49.1,1039,12,0,0,1039,0,1051,Liberado
4001.25.03X05L,"CLORO SUPREMA 2,5 - 03X05L",E,CX,2.A.49.1,0,0,0,0,0,0,0,"Trânsito de Saída"
4001.25.03X05L,"CLORO SUPREMA 2,5 - 03X05L",E,CX,2.A.49.1,0,0,56,0,0,0,0,Revisão
4001.25.03X05L,"CLORO SUPREMA 2,5 - 03X05L",E,CX,2.A.49.1,0,56,0,56,56,0,112,Ressuprimento
6501.02.12X01L,"REMOVEDOR SUPREMA 1 L",C,CX,2.A.17.1,0,-94,0,0,0,0,-94,Liberado
6501.02.12X01L,"REMOVEDOR SUPREMA 1 L",C,CX,2.A.17.1,0,0,0,0,0,0,0,Bloqueado
6501.02.12X01L,"REMOVEDOR SUPREMA 1 L",C,CX,2.A.17.1,0,0,0,0,0,0,0,"Trânsito de Saída"
6501.02.12X01L,"REMOVEDOR SUPREMA 1 L",C,CX,2.A.17.1,0,0,70,0,0,0,0,Revisão
6501.02.12X01L,"REMOVEDOR SUPREMA 1 L",C,CX,2.A.17.1,0,140,0,140,140,0,280,Ressuprimento
6501.02.12X500,"REMOVEDOR SUPREMA 500 ML",C,CX,2.A.23.1,1100,171,0,0,1100,0,1271,Liberado
6501.02.12X500,"REMOVEDOR SUPREMA 500 ML",C,CX,2.A.23.1,0,0,0,0,0,0,0,"Trânsito de Saída"
6501.02.12X500,"REMOVEDOR SUPREMA 500 ML",C,CX,2.A.23.1,0,0,220,0,0,0,0,Revisão
6501.03.12X01L,"REMOVEDOR SUPREMA FLORATA 1 L",D,CX,2.A.19.1,700,38,0,0,700,0,738,Liberado
6501.03.12X01L,"REMOVEDOR SUPREMA FLORATA 1 L",D,CX,2.A.19.1,0,0,0,0,0,0,0,"Trânsito de Saída"
6501.03.12X01L,"REMOVEDOR SUPREMA FLORATA 1 L",D,CX,2.A.19.1,0,0,300,0,0,0,0,Revisão
6501.03.12X01L,"REMOVEDOR SUPREMA FLORATA 1 L",D,CX,2.A.19.1,0,70,0,70,70,0,140,Ressuprimento
6501.03.12X500,"REMOVEDOR SUPREMA FLORATA 500 ML",D,CX,2.A.25.1,1540,-281,0,0,1540,0,1259,Liberado
6501.03.12X500,"REMOVEDOR SUPREMA FLORATA 500 ML",D,CX,2.A.25.1,0,0,0,0,0,0,0,"Trânsito de Saída"
6501.03.12X500,"REMOVEDOR SUPREMA FLORATA 500 ML",D,CX,2.A.25.1,0,0,0,0,0,0,0,Revisão
6501.03.12X500,"REMOVEDOR SUPREMA FLORATA 500 ML",D,CX,2.A.25.1,0,428,0,428,428,0,856,Ressuprimento
6501.04.12X01L,"REMOVEDOR SUPREMA VERBENA 1 L",D,CX,2.A.21.1,980,-69,0,0,980,0,911,Liberado
6501.04.12X01L,"REMOVEDOR SUPREMA VERBENA 1 L",D,CX,2.A.21.1,0,0,0,0,0,0,0,"Trânsito de Saída"
6501.04.12X01L,"REMOVEDOR SUPREMA VERBENA 1 L",D,CX,2.A.21.1,0,0,350,0,0,0,0,Revisão
6501.04.12X01L,"REMOVEDOR SUPREMA VERBENA 1 L",D,CX,2.A.21.1,0,140,0,140,140,0,280,Ressuprimento
6501.04.12X500,"REMOVEDOR SUPREMA VERBENA 500 ML",D,CX,2.A.27.1,1100,-45,0,0,1100,0,1055,Liberado
6501.04.12X500,"REMOVEDOR SUPREMA VERBENA 500 ML",D,CX,2.A.27.1,0,0,0,0,0,0,0,"Trânsito de Saída"
6501.04.12X500,"REMOVEDOR SUPREMA VERBENA 500 ML",D,CX,2.A.27.1,0,0,330,0,0,0,0,Revisão
6501.04.12X500,"REMOVEDOR SUPREMA VERBENA 500 ML",D,CX,2.A.27.1,0,220,0,220,220,0,440,Ressuprimento
